"y" "treat" "age" "south" "male" "college"
"1892" 4 2 6.1 1 0 0
"1893" 3 0 4.3 1 0 1
"1894" 2 0 4.1 1 1 0
"1895" 1 1 2.9 1 1 0
"1896" 2 1 7.2 0 1 0
"1900" 3 2 6.9 0 1 1
"1901" 2 0 2.6 0 0 0
"1903" 4 2 5.5 0 1 1
"1904" 3 2 8 0 1 0
"1905" 3 1 5.5 0 0 0
"1906" 3 1 3.7 0 0 0
"1908" 0 1 4.1 0 0 0
"1909" 2 1 2.6 0 0 0
"1910" 3 2 5.5 0 0 0
"1911" 3 1 7 0 0 0
"1913" 2 0 3.6 0 0 1
"1914" 3 1 6.3 0 0 0
"1915" 4 1 7.2 0 1 0
"1916" 1 0 3.7 0 1 1
"1917" 2 1 2.8 0 0 1
"1919" 3 0 4.6 0 0 0
"1920" 2 1 3.3 0 1 1
"1921" 3 0 4.2 0 0 1
"1922" 2 1 3 0 0 1
"1923" 2 0 4.5 0 1 1
"1926" 3 1 2.8 0 0 1
"1927" 1 2 6.2 1 1 1
"1928" 2 1 1.8 1 0 0
"1929" 3 2 4.1 1 0 0
"1930" 2 2 6.1 0 0 0
"1931" 2 1 4.5 0 1 1
"1932" 1 0 4.9 0 1 1
"1934" 3 0 2.8 1 1 1
"1935" 4 2 7.3 1 0 0
"1937" 4 2 4.5 0 0 0
"1938" 3 0 2.8 0 0 1
"1939" 2 1 4.5 0 1 0
"1941" 1 1 5.6 0 0 0
"1942" 1 2 2.8 0 1 1
"1943" 3 1 5.1 0 1 0
"1944" 3 1 7.5 0 0 0
"1946" 3 2 6 0 0 0
"1947" 2 2 3.2 0 1 1
"1948" 3 1 8.3 0 0 0
"1949" 1 0 3.9 0 1 1
"1950" 4 2 5.4 0 1 0
"1952" 2 2 1.9 0 1 0
"1953" 1 2 3 0 1 1
"1954" 4 2 7.4 0 0 1
"1955" 3 0 2.7 0 1 0
"1956" 1 1 2.2 0 1 0
"1957" 1 1 2.4 0 0 1
"1958" 3 0 2.8 0 0 1
"1960" 2 2 7.9 0 0 0
"1961" 2 0 2.4 1 0 1
"1962" 2 2 6 1 0 0
"1963" 4 2 7.2 1 0 0
"1965" 3 1 6.2 0 0 0
"1966" 3 2 6.5 0 1 1
"1967" 3 2 3.8 1 0 0
"1968" 3 1 3.4 1 1 1
"1969" 2 0 3.1 1 0 0
"1970" 4 2 2.5 0 0 1
"1971" 3 1 2.3 0 1 1
"1972" 1 1 3.6 0 0 1
"1973" 4 2 4.7 0 1 1
"1974" 3 2 5.1 0 0 1
"1975" 2 2 3.2 0 0 0
"1976" 3 2 2.4 0 0 1
"1977" 2 1 3.2 0 0 1
"1978" 1 0 3.5 0 1 0
"1979" 3 0 3.6 0 1 0
"1980" 1 2 7.4 0 0 1
"1981" 3 1 6.1 0 0 0
"1982" 2 1 2.4 0 1 1
"1983" 3 0 2.5 0 0 1
"1984" 2 1 3.4 0 0 0
"1985" 3 2 4.1 0 1 1
"1986" 1 2 5.1 0 0 1
"1987" 3 0 6.7 0 1 0
"1988" 3 2 3.4 0 0 0
"1989" 2 2 4 0 1 1
"1990" 3 2 3.2 0 1 1
"1991" 2 1 4.6 0 0 1
"1992" 2 1 4.9 0 0 1
"1993" 4 2 6.4 0 0 0
"1995" 2 1 6.4 0 1 0
"1996" 3 0 4.3 0 0 0
"1997" 2 2 3.4 1 0 0
"1999" 3 2 5 1 1 1
"2000" 1 0 3.4 1 0 1
"2001" 2 0 6.1 1 0 1
"2003" 1 1 5 0 1 1
"2004" 2 2 2.8 0 1 1
"2005" 3 1 4.4 0 1 1
"2006" 2 1 2.7 0 1 1
"2007" 4 2 3.5 1 0 1
"2009" 1 1 4.1 1 1 1
"2010" 2 0 6 1 1 1
"2011" 3 0 6.7 0 1 0
"2013" 1 0 5.3 0 0 1
"2014" 3 0 7.1 0 0 1
"2015" 2 0 6.9 0 0 1
"2016" 2 0 6.9 0 0 0
"2017" 2 0 3.5 0 0 0
"2018" 2 1 3.9 0 0 0
"2019" 2 0 4.7 0 0 0
"2020" 3 0 2.1 0 0 0
"2021" 2 0 3.1 0 0 0
"2022" 2 1 2.9 0 0 0
"2023" 1 1 3.6 0 1 1
"2024" 3 2 1.8 0 0 0
"2025" 2 0 5.3 0 0 1
"2026" 2 2 3.3 0 0 1
"2027" 3 1 3.2 0 0 0
"2029" 3 0 2.1 0 1 0
"2030" 2 0 4.2 0 1 1
"2031" 1 2 2.5 0 1 0
"2033" 2 0 3.5 1 0 0
"2034" 2 2 2.8 1 0 1
"2036" 3 2 4.1 1 0 0
"2037" 4 2 4 0 1 0
"2038" 1 1 4 0 0 1
"2039" 1 1 2.8 0 1 1
"2040" 2 1 3.9 1 1 1
"2042" 4 2 6 1 1 0
"2046" 4 1 6.3 1 1 0
"2048" 3 0 7 0 0 0
"2049" 2 1 6.4 0 1 0
"2050" 3 0 2.4 0 1 1
"2051" 2 0 4.5 0 1 1
"2052" 1 2 6.7 0 0 1
"2053" 3 2 6.9 0 0 0
"2055" 3 2 6.7 0 0 0
"2056" 4 2 3.3 0 1 0
"2057" 3 2 3.7 0 0 0
"2058" 3 0 4.1 0 0 1
"2059" 3 2 3.4 0 0 1
"2060" 3 1 6.5 0 0 1
"2061" 0 1 4.6 0 1 0
"2062" 2 1 6.9 0 0 1
"2063" 1 0 2.6 0 1 1
"2064" 2 1 2.4 0 0 1
"2065" 2 1 3.5 0 1 1
"2066" 1 2 3.4 0 0 1
"2067" 2 0 2.5 0 1 1
"2068" 4 2 5.5 0 1 1
"2069" 2 2 5.4 0 1 1
"2071" 1 0 4.5 1 0 1
"2074" 4 2 3.4 1 0 0
"2075" 3 1 4.5 1 0 0
"2076" 2 2 3.5 0 1 0
"2077" 3 1 4.3 0 1 1
"2078" 3 0 7.3 1 0 1
"2079" 2 1 5.8 1 1 0
"2081" 2 1 3.8 1 0 1
"2082" 1 1 3.1 1 0 1
"2083" 2 0 6.5 1 1 1
"2084" 3 1 6.1 0 1 0
"2085" 3 2 4.1 0 0 1
"2086" 2 1 1.8 0 0 0
"2089" 1 1 4.6 0 1 1
"2091" 1 1 5.9 0 0 0
"2092" 3 1 3.6 0 0 1
"2093" 1 2 3.7 0 1 1
"2094" 3 0 2.7 0 0 0
"2096" 1 0 6.3 0 0 0
"2097" 4 2 7.2 0 0 0
"2098" 3 0 5.7 0 0 0
"2099" 1 0 4.5 0 0 1
"2100" 2 2 3.7 0 1 0
"2101" 1 1 3.4 0 1 0
"2102" 2 1 6.4 0 0 1
"2103" 2 1 2.6 0 0 1
"2104" 3 1 6.3 0 1 0
"2105" 2 2 5.2 0 1 0
"2106" 2 1 3.7 0 0 1
"2107" 2 2 2.9 0 0 1
"2109" 3 2 3.8 0 0 1
"2111" 2 0 5.7 1 1 1
"2115" 2 1 2.6 1 1 1
"2116" 3 2 6.5 1 0 0
"2118" 1 2 4.9 0 0 1
"2122" 4 2 3.5 1 0 0
"2123" 1 1 3.4 1 1 0
"2125" 2 1 3.2 1 1 1
"2126" 3 2 2.7 1 1 0
"2127" 3 0 6.2 1 0 0
"2128" 1 1 3.9 0 1 1
"2129" 1 0 4.8 0 0 1
"2130" 3 2 2.8 0 0 0
"2132" 3 1 4.4 0 0 0
"2133" 3 0 6.1 0 1 0
"2134" 1 1 3.4 0 0 0
"2135" 1 1 5.1 0 0 0
"2136" 2 2 3.5 0 0 1
"2137" 3 0 4.8 0 0 1
"2139" 3 0 5.9 0 0 0
"2140" 3 0 3.9 0 1 0
"2142" 2 1 4.4 0 0 0
"2143" 2 1 4.9 0 0 1
"2146" 2 1 3.3 0 1 1
"2148" 3 0 4.1 1 0 1
"2149" 2 1 6.5 1 1 0
"2150" 3 0 4.2 1 0 0
"2151" 2 0 4.3 1 1 0
"2152" 2 1 5.4 1 0 0
"2153" 3 1 2.4 1 0 0
"2154" 3 1 5.1 1 1 0
"2155" 3 1 4.8 0 0 1
"2157" 1 0 6 0 1 1
"2158" 1 0 2.2 0 0 1
"2159" 2 0 3 1 1 1
"2160" 1 0 4.8 0 1 1
"2161" 2 1 5.3 1 1 0
"2162" 1 2 7.8 1 0 0
"2163" 3 1 4.6 1 1 1
"2164" 4 2 4.2 1 1 1
"2165" 3 2 6.5 0 1 0
"2167" 4 2 7.1 0 1 0
"2168" 1 1 2 0 1 1
"2169" 2 0 7.5 0 1 0
"2170" 4 2 6.9 0 1 1
"2171" 2 1 4.2 0 0 1
"2172" 3 2 5.2 0 1 0
"2173" 4 2 8 0 0 0
"2174" 3 1 4.2 0 1 1
"2175" 1 0 1.8 0 1 0
"2176" 0 2 5.2 0 0 1
"2177" 2 0 5.5 0 1 0
"2178" 2 2 4.3 0 1 1
"2179" 1 2 6.4 0 1 1
"2180" 0 1 5.7 0 1 0
"2181" 2 1 6.6 1 1 1
"2182" 4 2 7 0 1 1
"2183" 2 0 5.4 0 1 0
"2184" 2 0 4 0 0 1
"2186" 2 1 6.5 0 1 1
"2187" 2 1 3.6 0 1 1
"2188" 3 2 3.4 0 0 1
"2189" 2 1 2.4 0 1 1
"2190" 1 2 5.3 0 1 1
"2191" 2 2 3.7 0 1 0
"2192" 1 2 4.6 0 0 1
"2193" 3 2 3.4 0 0 1
"2194" 3 0 6.5 0 0 0
"2195" 3 0 3.8 0 0 0
"2196" 3 2 6.9 0 1 1
"2197" 3 0 3.6 0 0 1
"2198" 1 0 1.9 0 1 1
"2199" 3 1 2 0 0 1
"2200" 2 0 4.8 0 1 0
"2201" 4 2 2.9 0 1 0
"2202" 2 0 1.8 0 1 0
"2203" 1 2 4.3 0 0 1
"2204" 3 0 2.2 0 0 1
"2205" 3 2 4 0 0 1
"2207" 2 2 3 0 0 1
"2208" 0 2 3.8 0 0 1
"2210" 3 0 2.3 0 0 1
"2213" 0 2 3.8 0 0 1
"2214" 2 2 3.9 1 1 1
"2215" 3 2 4.4 1 1 0
"2216" 3 0 2.8 1 1 0
"2218" 2 1 6 0 0 0
"2220" 4 1 4.3 1 0 1
"2222" 2 2 5 1 1 1
"2224" 0 2 4.3 1 1 0
